Ensembl Transcript ID	Chromosome Name	Transcript Start (bp)	Transcript End (bp)
ENSDART00000059752	11	14345462	14384747
ENSDART00000147002	22	4526228	4534148
ENSDART00000135541	15	20729166	20731651
ENSDART00000104798	14	17890051	17893056
ENSDART00000091463	5	9440923	9462855
ENSDART00000021286	3	3966403	3972347
ENSDART00000131395	20	16875516	16889770
ENSDART00000154936	5	9441125	9461215
ENSDART00000027582	20	16875516	16889677
ENSDART00000156261	24	11977337	11978288
ENSDART00000079629	21	20195789	20201117
ENSDART00000137233	19	2908410	2924955
ENSDART00000114725	19	2908407	2942695
ENSDART00000108603	19	2908407	2922013
ENSDART00000151182	6	10899711	10917316
ENSDART00000078886	3	3966441	3981363
ENSDART00000023889	11	28419933	28422559
ENSDART00000144107	16	24959523	24961740
ENSDART00000152820	20	22252076	22252668
ENSDART00000144005	22	8926396	8934917
ENSDART00000128090	6	15168513	15199968
ENSDART00000106033	22	8919295	8935574
ENSDART00000154417	6	15168531	15199772
ENSDART00000007119	3	25950827	25953846
ENSDART00000139774	1	6974998	6978242
ENSDART00000134665	8	17687276	17693094
ENSDART00000066191	11	1498369	1511287
ENSDART00000056037	3	5689082	5699669
ENSDART00000157160	3	5696739	5699579
ENSDART00000103278	5	13717802	13719768
ENSDART00000105997	24	13539520	13618241
ENSDART00000153602	17	11282495	11283034
ENSDART00000126769	24	13546259	13617587
ENSDART00000109231	10	15677431	15701436
ENSDART00000132201	9	23029806	23030494
ENSDART00000148916	17	5624859	5639741
ENSDART00000128238	17	5632702	5638847
ENSDART00000148013	10	19832409	19835754
ENSDART00000080430	10	19744092	19835584
ENSDART00000143572	4	16438870	16444404
ENSDART00000017787	2	13168088	13174715
ENSDART00000084278	10	16497983	16514677
ENSDART00000123875	10	16497999	16519602
ENSDART00000135511	4	10148733	10163063
ENSDART00000004181	10	10704776	10748706
ENSDART00000081660	9	7400265	7408794
ENSDART00000098355	9	18539506	18559516
ENSDART00000050221	4	5113375	5120584
ENSDART00000088506	5	22964375	22987397
ENSDART00000154958	15	16771930	16775137
ENSDART00000106343	3	7850399	7858448
ENSDART00000101120	7	27198982	27202446
ENSDART00000093133	15	1043532	1062258
ENSDART00000155314	15	16771943	16776041
ENSDART00000136355	4	6222621	6374448
ENSDART00000154383	15	16774793	16775782
ENSDART00000155197	15	16775128	16776037
ENSDART00000133422	4	6222629	6273946
ENSDART00000092333	5	10922206	10953785
ENSDART00000036646	4	6258733	6379374
ENSDART00000005033	7	45596171	45609228
ENSDART00000077834	16	26027909	26036863
ENSDART00000139964	16	26027909	26039777
ENSDART00000140570	5	10922604	10935194
ENSDART00000149981	7	45596425	45608672
ENSDART00000134604	16	26027911	26032167
ENSDART00000145286	5	10937204	10949200
ENSDART00000142265	22	10755238	10768670
ENSDART00000145459	22	10761876	10768670
ENSDART00000038465	22	10757078	10768663
ENSDART00000103232	20	26719643	26722551
ENSDART00000144833	8	7461635	7462601
ENSDART00000126119	22	10757122	10768202
ENSDART00000104835	25	3115128	3159102
ENSDART00000148396	6	1929466	1953852
ENSDART00000148696	25	3156164	3159094
ENSDART00000114314	6	1929523	1954565
ENSDART00000147025	1	19262413	19334433
ENSDART00000134618	1	19312466	19334123
ENSDART00000104832	25	3115138	3159121
ENSDART00000081156	22	10881265	10884885
ENSDART00000149827	9	6296401	6378665
ENSDART00000061758	8	17662901	17676474
ENSDART00000016422	8	20976902	20988393
ENSDART00000133794	8	20976909	20979290
ENSDART00000021218	9	25058789	25064806
ENSDART00000140750	8	20976951	20978713
ENSDART00000140104	9	25059629	25064749
ENSDART00000144163	9	25059814	25064140
ENSDART00000078525	9	6296692	6411412
ENSDART00000012627	1	6454949	6484171
ENSDART00000133435	20	3141895	3164179
ENSDART00000112848	20	3145230	3163516
ENSDART00000142013	2	11299996	11304124
ENSDART00000009315	1	6454788	6484171
ENSDART00000157207	15	626513	632208
ENSDART00000154324	15	16395382	16397078
ENSDART00000110696	1	6475663	6484075
ENSDART00000131454	1	6476535	6477353
ENSDART00000157378	3	23226424	23267697
ENSDART00000111435	3	23171218	23267344
ENSDART00000053126	6	22265935	22268482
ENSDART00000134559	6	22267050	22268459
ENSDART00000125423	22	11891186	11943467
ENSDART00000134167	21	13549431	13564286
ENSDART00000126784	22	11926056	11939586
ENSDART00000130024	21	13562928	13564137
ENSDART00000000192	22	11889988	11943467
ENSDART00000051948	16	20213199	20216064
ENSDART00000128717	14	22686804	22695181
ENSDART00000144503	14	22686899	22694774
ENSDART00000078311	15	23047062	23053285
ENSDART00000137895	19	3837890	3841304
ENSDART00000140186	10	25905487	25912318
ENSDART00000034438	14	22687474	22695181
ENSDART00000137589	14	22687491	22694658
ENSDART00000100438	10	25900835	25912102
ENSDART00000054809	14	7289060	7343161
ENSDART00000141397	19	19373861	19381684
ENSDART00000143913	19	19373869	19381495
ENSDART00000143066	19	19373887	19375190
ENSDART00000114134	15	5791936	5810632
ENSDART00000133626	19	19373929	19381494
ENSDART00000034837	19	19374690	19381496
ENSDART00000153729	15	16460749	16508741
ENSDART00000157189	15	16465811	16470360
ENSDART00000143492	5	25889092	25900074
ENSDART00000112024	15	16462484	16505393
ENSDART00000131609	13	30149928	30159055
ENSDART00000125291	5	13379670	13501138
ENSDART00000135265	13	30150233	30159316
ENSDART00000147300	5	13447665	13466841
ENSDART00000083359	5	14630172	14671653
ENSDART00000123482	13	30148999	30159520
ENSDART00000144810	5	14663458	14670614
ENSDART00000140151	13	22880250	22906657
ENSDART00000057528	13	30149696	30159861
ENSDART00000067031	4	13782894	13785246
ENSDART00000112900	13	22877295	22921528
ENSDART00000140516	11	31506359	31511617
ENSDART00000010126	24	21731288	21740059
ENSDART00000063775	11	31506364	31509702
ENSDART00000052521	19	22701075	22788831
ENSDART00000102727	21	2688845	2696289
ENSDART00000144865	21	2689547	2695529
ENSDART00000141491	19	10299053	10306044
ENSDART00000057101	7	9179702	9181584
ENSDART00000139130	16	15758273	15768463
ENSDART00000112599	7	9179708	9181584
ENSDART00000146778	21	2660282	2662612
ENSDART00000134197	19	3677038	3689819
ENSDART00000147288	23	19075392	19083790
ENSDART00000146928	19	3676853	3689800
ENSDART00000136678	23	19075770	19083750
ENSDART00000139210	23	19082279	19083790
ENSDART00000148649	6	22396250	22397527
ENSDART00000079506	23	18019711	18036818
ENSDART00000011910	9	27119480	27129971
ENSDART00000152084	12	21730869	21740895
ENSDART00000144222	3	18154754	18164515
ENSDART00000127796	3	18142401	18164333
ENSDART00000142272	9	27119581	27129531
ENSDART00000149430	12	21759079	21762239
ENSDART00000122905	12	3614629	3633776
ENSDART00000044690	12	3614629	3633775
ENSDART00000077936	12	21730869	21762245
ENSDART00000142569	21	11435024	11486307
ENSDART00000146062	21	11446097	11446799
ENSDART00000061912	21	11446472	11489417
ENSDART00000135052	21	26441727	26580309
ENSDART00000122816	19	3649380	3686492
ENSDART00000077478	21	26441727	26517508
ENSDART00000137987	19	3657286	3668976
ENSDART00000108914	19	3649383	3668961
ENSDART00000157367	19	3669456	3686428
ENSDART00000150250	4	10189138	10197141
ENSDART00000067305	25	18412714	18421965
ENSDART00000133211	22	3123350	3131026
ENSDART00000135025	22	3123392	3124190
ENSDART00000153588	22	3123404	3125042
ENSDART00000139025	22	3124075	3130411
ENSDART00000133401	22	3124566	3130494
ENSDART00000080099	23	19508931	19514259
ENSDART00000144888	22	3124598	3130412
ENSDART00000141417	22	3125750	3130574
ENSDART00000146462	22	3125766	3130378
ENSDART00000132654	19	19200514	19336912
ENSDART00000133285	22	3125766	3130412
ENSDART00000155649	19	19200519	19203236
ENSDART00000157108	19	19200519	19242578
ENSDART00000144662	19	19287907	19327257
ENSDART00000078694	7	21067370	21080845
ENSDART00000054664	23	20398636	20401146
ENSDART00000144180	7	21068116	21073010
ENSDART00000154940	24	21783303	21790791
ENSDART00000140102	7	21072504	21080824
ENSDART00000008711	3	16341995	16366477
ENSDART00000105736	21	1952470	1967162
ENSDART00000128424	7	21067388	21080799
ENSDART00000148248	23	19491186	19492154
ENSDART00000155977	24	21783304	21792065
ENSDART00000151118	21	1952850	1965487
ENSDART00000143287	3	16344595	16348996
ENSDART00000043945	3	16344596	16367299
ENSDART00000151258	21	1952953	1958016
ENSDART00000138310	19	10409258	10420784
ENSDART00000122762	24	21783371	21790404
ENSDART00000154472	17	25016851	25019229
ENSDART00000156728	17	25016851	25025758
ENSDART00000151041	21	1953142	1963295
ENSDART00000155852	17	25016851	25025758
ENSDART00000156979	24	21783380	21787995
ENSDART00000155948	19	10413339	10420364
ENSDART00000150978	21	1955218	1965338
ENSDART00000146463	23	23314851	23418043
ENSDART00000066760	24	17454293	17462002
ENSDART00000124904	21	1952472	1965885
ENSDART00000146415	23	23314851	23343282
ENSDART00000124625	21	1952472	1965885
ENSDART00000142085	23	23079517	23133090
ENSDART00000132418	23	23413150	23416901
ENSDART00000109516	23	23315048	23418041
ENSDART00000016891	23	18542766	18552079
ENSDART00000135130	23	23167557	23220637
ENSDART00000111345	23	23114113	23222665
ENSDART00000128624	15	15118473	15140511
ENSDART00000152656	12	17962596	17965092
ENSDART00000113478	12	17962598	18008271
ENSDART00000142609	15	24438369	24447265
ENSDART00000129154	15	24438488	24447574
ENSDART00000062695	15	24440753	24447228
ENSDART00000066783	24	8779687	8802273
ENSDART00000151169	19	15496473	15521221
ENSDART00000150185	24	8780402	8802335
ENSDART00000144376	19	15496497	15516135
ENSDART00000138709	19	15500479	15518725
ENSDART00000103767	19	15502438	15519691
ENSDART00000156824	15	18482361	18483469
ENSDART00000154543	16	27515048	27524863
ENSDART00000077611	16	27517553	27524750
ENSDART00000149825	17	12908906	12935746
ENSDART00000149246	17	12909487	12915732
ENSDART00000153839	25	27767853	27778892
ENSDART00000149998	17	12915457	12927934
ENSDART00000098307	25	27767853	27778790
ENSDART00000148702	17	12932122	12936163
ENSDART00000047902	15	17045885	17059229
ENSDART00000028311	17	12908914	12935746
ENSDART00000131639	15	17046790	17059145
ENSDART00000057825	13	13542694	13545347
ENSDART00000079866	14	47025887	47046188
ENSDART00000147679	8	17588977	17592771
ENSDART00000131847	8	17588977	17594798
ENSDART00000138897	14	47041828	47046186
ENSDART00000143040	7	40930516	40944658
ENSDART00000079860	14	47027250	47046187
ENSDART00000035433	8	17590706	17597037
ENSDART00000134174	7	40938550	40945040
ENSDART00000150006	11	36053455	36079542
ENSDART00000014018	11	36057226	36072073
ENSDART00000067572	14	17827236	17830859
ENSDART00000152328	20	16372789	16444478
ENSDART00000103944	16	13814583	13847401
ENSDART00000148333	10	23329996	23359064
ENSDART00000138379	20	19008615	19015125
ENSDART00000141197	9	26600950	26675499
ENSDART00000145106	16	13815225	13845151
ENSDART00000075994	20	19010049	19011914
ENSDART00000079703	10	23330529	23359106
ENSDART00000123142	16	13812635	13845107
ENSDART00000140193	18	7695741	7708141
ENSDART00000135417	2	20960930	20966517
ENSDART00000150631	25	26110361	26112858
ENSDART00000141415	2	20961805	20962754
ENSDART00000012487	2	20960933	20963658
ENSDART00000157221	15	21913387	21916378
ENSDART00000155918	15	21913429	21916382
ENSDART00000156428	15	2457090	2461985
ENSDART00000149917	25	19703944	19714370
ENSDART00000046249	25	19707671	19709879
ENSDART00000141643	6	22738048	22749767
ENSDART00000151496	6	22746778	22748290
ENSDART00000023543	16	15663113	15673010
ENSDART00000014785	2	20566497	20584574
ENSDART00000139346	2	20567757	20573820
ENSDART00000139731	6	21426394	21440956
ENSDART00000142321	2	20575391	20583691
ENSDART00000157213	6	21428404	21440811
ENSDART00000110383	17	15892687	15911144
ENSDART00000012318	12	12494768	12563669
ENSDART00000003694	4	12476554	12489971
ENSDART00000099463	18	24345883	24356368
ENSDART00000145871	18	22493394	22494113
ENSDART00000079013	18	22493355	22494311
ENSDART00000099281	18	29872428	29875206
ENSDART00000145186	7	24898139	24913075
ENSDART00000154867	6	3871452	3874591
ENSDART00000134038	7	24910667	24912887
ENSDART00000139365	7	24898342	24906861
ENSDART00000132741	21	19729380	19743166
ENSDART00000138802	7	24898139	24906340
ENSDART00000048050	7	24894860	24913037
ENSDART00000144027	23	20110984	20113748
ENSDART00000139425	23	20111226	20113748
ENSDART00000146165	16	15794271	15820297
ENSDART00000018238	1	16463748	16477756
ENSDART00000132075	16	15794391	15815917
ENSDART00000135844	16	15798109	15815944
ENSDART00000114322	16	15791468	15824231
ENSDART00000080904	10	10353224	10527714
ENSDART00000131645	7	5026351	5028249
ENSDART00000133147	7	5026363	5028249
ENSDART00000129253	10	10353285	10527711
ENSDART00000131043	10	10354809	10527711
ENSDART00000136090	7	5026517	5028242
ENSDART00000144903	23	25228638	25242494
ENSDART00000083189	7	52819637	52889083
ENSDART00000136347	23	25238881	25242474
ENSDART00000125066	23	20111848	20120289
ENSDART00000146385	7	52820497	52823861
ENSDART00000057364	23	25227777	25239603
ENSDART00000130906	7	52820279	52916487
ENSDART00000114060	4	8650204	8654638
ENSDART00000126115	18	32452939	32469977
ENSDART00000027938	18	32452939	32469977
ENSDART00000054479	23	20116283	20120190
ENSDART00000111720	23	20110969	20120304
ENSDART00000054440	1	20095811	20104128
ENSDART00000145053	1	20103469	20104081
ENSDART00000156352	15	15142162	15196618
ENSDART00000091772	15	15142165	15195313
ENSDART00000155714	24	25866852	25883377
ENSDART00000081124	24	25867102	25883117
ENSDART00000142975	19	11470233	11476911
ENSDART00000114782	19	11472234	11476593
ENSDART00000143535	19	23922395	23923662
ENSDART00000112959	17	23292799	23299763
ENSDART00000154394	11	26301855	26342455
ENSDART00000156572	17	22929154	22947867
ENSDART00000081896	6	7205232	7209036
ENSDART00000143850	4	10844521	10845271
ENSDART00000015401	5	25582520	25595454
ENSDART00000134805	9	23371923	23372927
ENSDART00000027171	2	14921325	14927551
ENSDART00000141831	5	10890952	10909862
ENSDART00000149385	2	7488742	7495840
ENSDART00000113448	5	10890987	10908694
ENSDART00000125223	2	7482658	7495864
ENSDART00000077715	20	26573290	26580817
ENSDART00000153169	20	26573857	26580367
ENSDART00000079495	21	20486796	20487758
ENSDART00000144580	20	26577844	26580410
ENSDART00000135038	20	26580268	26580840
ENSDART00000078412	2	26646616	26650038
ENSDART00000063107	20	25598301	25603417
ENSDART00000131292	2	26646701	26649476
ENSDART00000099913	2	20721899	20753362
ENSDART00000141010	2	26646704	26649464
ENSDART00000136937	2	26646731	26649445
ENSDART00000148010	2	26646732	26649475
ENSDART00000146173	2	26649057	26649817
ENSDART00000138250	23	20222452	20241639
ENSDART00000134719	1	21487025	21531239
ENSDART00000008013	18	26732450	26742090
ENSDART00000140920	1	21495082	21500327
ENSDART00000012374	18	30791440	30794568
ENSDART00000134831	1	21504467	21510018
ENSDART00000045368	1	21487025	21531238
ENSDART00000151857	19	23605975	23606201
ENSDART00000112131	2	18845341	18884577
ENSDART00000049695	6	7166378	7197114
ENSDART00000155175	17	12119054	12123439
ENSDART00000136088	6	7166378	7197114
ENSDART00000083424	6	7167639	7196895
ENSDART00000125912	6	7167639	7196895
ENSDART00000156157	17	24719913	24745046
ENSDART00000122790	17	24719922	24743719
ENSDART00000079504	15	20975671	20986596
ENSDART00000114464	15	19614328	19692939
ENSDART00000136767	15	19614822	19670931
ENSDART00000049836	23	20302580	20339919
ENSDART00000145464	23	20302583	20339919
ENSDART00000005313	17	15150671	15223943
ENSDART00000132095	23	20304015	20305482
ENSDART00000136317	20	19865780	19896675
ENSDART00000027957	17	24683835	24694884
ENSDART00000079613	20	19886703	19895600
ENSDART00000136034	17	24691868	24694810
ENSDART00000128480	23	20302600	20339885
ENSDART00000125363	17	24683838	24694819
ENSDART00000079042	7	28928348	28946102
ENSDART00000155818	23	24895931	24898993
ENSDART00000138245	22	19723846	19726430
ENSDART00000141060	22	19725860	19726430
ENSDART00000147553	10	17730236	17740857
ENSDART00000112560	10	17732547	17740971
ENSDART00000066384	12	21702358	21703122
ENSDART00000137136	6	22841527	22873627
ENSDART00000102838	6	22845362	22873639
ENSDART00000126782	6	22841851	22856030
ENSDART00000081395	13	20654358	20657667
ENSDART00000016591	25	17302404	17308946
ENSDART00000150378	4	11187318	11289155
ENSDART00000124769	13	20521783	20657667
ENSDART00000150550	4	11234563	11289320
ENSDART00000133795	4	11282043	11289334
ENSDART00000041531	11	42557105	42571428
ENSDART00000156566	3	21186550	21196616
ENSDART00000129016	3	21186552	21332644
ENSDART00000140011	11	42557139	42571428
ENSDART00000150400	25	26457522	26484990
ENSDART00000147834	11	42557123	42571016
ENSDART00000089066	25	26456513	26512149
ENSDART00000042220	11	21827225	21847773
ENSDART00000060051	9	32871352	32948731
ENSDART00000139940	22	8805409	8833136
ENSDART00000148741	25	19071167	19166361
ENSDART00000104461	25	19074628	19166341
ENSDART00000078235	22	8825131	8833134
ENSDART00000147903	13	29685851	29691160
ENSDART00000156738	15	28171620	28209166
ENSDART00000152082	25	12569110	12599045
ENSDART00000112925	15	28172064	28173185
ENSDART00000005957	13	29686034	29691156
ENSDART00000129148	8	18477819	18499717
ENSDART00000152099	25	12569110	12599092
ENSDART00000152079	25	12569110	12599092
ENSDART00000128808	25	12587678	12614407
ENSDART00000147338	6	21357846	21367667
ENSDART00000151830	25	12587678	12618684
ENSDART00000089737	25	12569125	12618686
ENSDART00000156060	24	33101258	33109458
ENSDART00000154276	24	33101632	33109534
ENSDART00000129741	24	33101677	33109472
ENSDART00000153149	20	26934765	26943283
ENSDART00000019199	21	29284526	29289182
ENSDART00000135423	19	19220695	19234418
ENSDART00000083038	6	24036547	24053457
ENSDART00000129600	19	19221922	19226649
ENSDART00000137662	6	24050954	24053418
ENSDART00000026737	21	16462871	16468001
ENSDART00000138249	20	26934765	26945523
ENSDART00000138905	19	19222170	19243455
ENSDART00000148154	21	16463771	16468324
ENSDART00000153213	20	26934817	26943114
ENSDART00000147360	19	19227711	19243464
ENSDART00000052633	19	19227928	19245990
ENSDART00000080466	19	19233312	19235118
ENSDART00000024309	21	22075717	22132576
ENSDART00000137735	19	19238609	19243530
ENSDART00000148804	15	22806410	22821298
ENSDART00000144019	19	19241502	19243760
ENSDART00000146392	18	18890758	18892462
ENSDART00000146993	19	19243182	19245990
ENSDART00000059373	15	22806572	22819246
ENSDART00000112356	8	18294647	18304123
ENSDART00000154782	17	15263909	15270025
ENSDART00000105952	12	21707632	21714554
